chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr1	11206030	11206561	0.90	0.91	0.88	0.89	0.89	0.92	0.88	0.94	0.86	0.96	0.96	0.96	0.82	0.82	0.20	0.41	0.77	0.93	0.94	0.94	0.91	0.83	0.96	0.97	0.98	0.97	0.96	0.94	0.93	0.92	0.88	0.92	0.96	0.95	0.93	0.89	0.89	0.92	0.93
chr1	11846130	11846567	0.91	0.93	0.91	0.86	0.95	0.91	0.85	0.08	0.90	0.94	0.86	0.96	0.96	0.90	0.93	0.93	0.94	0.94	0.91	0.93	0.93	0.81	0.92	0.92	0.95	0.93	0.93	0.93	0.93	0.94	0.96	0.93	0.94	0.94	0.92	0.95	0.95	0.92	0.91
chr1	11879361	11879567	0.81	0.83	0.81	0.72	0.80	0.57	0.64	0.76	0.68	0.94	0.94	0.89	0.80	0.64	0.84	0.86	0.83	0.29	0.89	0.75	0.80	0.75	0.85	0.90	0.93	0.96	0.89	0.83	0.84	0.81	0.81	0.84	0.83	0.94	0.78	0.83	0.88	0.88	0.84
chr1	11989695	11989920	0.88	0.93	0.90	0.91	0.88	0.45	0.89	0.09	0.89	0.96	0.92	0.94	0.96	0.91	0.90	0.91	0.90	0.92	0.89	0.93	0.86	0.90	0.92	0.90	0.96	0.96	0.86	0.92	0.87	0.86	0.95	0.95	0.95	0.89	0.92	0.94	0.90	0.93	0.92
chr1	12000432	12000659	0.93	0.91	0.94	0.88	0.90	0.74	0.87	0.09	0.92	0.95	0.90	0.95	0.93	0.86	0.92	0.89	0.92	0.92	0.92	0.92	0.92	0.87	0.92	0.79	0.96	0.95	0.95	0.87	0.91	0.87	0.93	0.93	0.94	0.90	0.91	0.86	0.90	0.93	0.91
chr1	12034899	12035085	0.93	0.93	0.90	0.90	0.92	0.82	0.92	0.97	0.83	0.95	0.95	0.97	0.95	0.88	0.91	0.92	0.91	0.96	0.94	0.94	0.92	0.76	0.96	0.97	0.84	0.14	0.97	0.93	0.93	0.91	0.96	0.93	0.93	0.92	0.92	0.93	0.93	0.94	0.94
chr1	12141010	12141337	0.86	0.94	0.84	0.84	0.95	0.77	0.84	0.95	0.92	0.89	0.92	0.95	0.93	0.65	0.84	0.85	0.79	0.89	0.95	0.97	0.96	0.57	0.92	0.91	0.19	0.31	0.90	0.95	0.93	0.94	0.96	0.91	0.94	0.94	0.94	0.96	0.95	0.95	0.96
chr1	12499442	12499960	0.24	0.91	0.85	0.77	0.31	0.84	0.41	0.95	0.66	0.94	0.91	0.97	0.96	0.93	0.95	0.92	0.97	0.90	0.93	0.95	0.90	0.82	0.94	0.96	0.95	0.97	0.94	0.94	0.93	0.91	0.96	0.93	0.96	0.94	0.94	0.98	0.95	0.95	0.95
chr1	12574590	12574792	0.95	0.95	0.89	0.90	0.92	0.95	0.88	0.96	0.92	0.94	0.95	0.91	0.97	0.94	0.94	0.95	0.96	0.94	0.96	0.94	0.98	0.85	0.94	0.96	0.97	0.96	0.93	0.95	0.89	0.89	0.93	0.92	0.91	0.19	0.95	0.84	0.95	0.96	0.95
chr1	12585508	12585889	0.92	0.92	0.92	0.93	0.93	0.94	0.89	0.92	0.80	0.96	0.97	0.73	0.97	0.74	0.94	0.97	0.97	0.94	0.95	0.96	0.96	0.89	0.96	0.97	0.97	0.97	0.96	0.89	0.88	0.82	0.87	0.92	0.97	0.97	0.85	0.05	0.78	0.94	0.91
chr1	12666354	12666610	0.71	0.66	0.85	0.07	0.72	0.88	0.61	0.57	0.86	0.95	0.96	0.92	0.91	0.88	0.87	0.89	0.93	0.94	0.93	0.95	0.96	0.63	0.89	0.95	0.95	0.96	0.90	0.91	0.93	0.96	0.94	0.91	0.96	0.97	0.83	0.89	0.88	0.96	0.90
chr1	13705415	13705609	0.81	0.87	0.83	0.83	0.89	0.83	0.86	0.95	0.83	0.96	0.97	0.85	0.98	0.88	0.96	0.96	0.97	0.96	0.95	0.92	0.93	0.64	0.62	0.83	0.69	0.01	0.80	0.90	0.86	0.89	0.98	0.95	0.95	0.96	0.89	0.98	0.94	0.93	0.95
chr1	14776612	14776861	0.94	0.92	0.90	0.73	0.90	0.95	0.82	0.98	0.95	0.98	0.95	0.89	0.94	0.91	0.89	0.94	0.89	0.89	0.94	0.31	0.17	0.69	0.88	0.94	0.93	0.91	0.91	0.91	0.93	0.95	0.95	0.92	0.95	0.97	0.94	0.95	0.83	0.95	0.93
chr1	14976381	14976596	0.93	0.94	0.92	0.90	0.91	0.91	0.88	0.97	0.93	0.97	0.96	0.96	0.97	0.96	0.96	0.96	0.96	0.14	0.93	0.67	0.43	0.74	0.92	0.96	0.95	0.97	0.93	0.92	0.95	0.96	0.96	0.97	0.95	0.84	0.96	0.94	0.96	0.96	0.97
chr1	15065985	15066138	0.90	0.90	0.84	0.90	0.81	0.88	0.81	0.95	0.58	0.89	0.92	0.92	0.92	0.88	0.91	0.95	0.94	0.93	0.94	0.92	0.91	0.70	0.71	0.04	0.94	0.91	0.93	0.86	0.77	0.84	0.85	0.86	0.93	0.86	0.91	0.92	0.93	0.91	0.94
chr1	15214919	15215139	0.73	0.79	0.64	0.82	0.15	0.85	0.41	0.96	0.94	0.96	0.95	0.96	0.98	0.92	0.96	0.97	0.98	0.89	0.95	0.98	0.89	0.74	0.93	0.96	0.97	0.98	0.94	0.94	0.96	0.96	0.96	0.89	0.98	0.97	0.97	0.87	0.97	0.93	0.92
chr1	15357243	15357921	0.92	0.94	0.89	0.88	0.93	0.91	0.91	0.97	0.91	0.95	0.97	0.95	0.93	0.96	0.92	0.92	0.95	0.91	0.95	0.95	0.91	0.68	0.94	0.97	0.96	0.97	0.92	0.88	0.86	0.87	0.91	0.90	0.95	0.95	0.88	0.11	0.94	0.94	0.89
chr1	15440188	15440517	0.85	0.86	0.81	0.76	0.88	0.85	0.77	0.93	0.74	0.93	0.97	0.92	0.90	0.03	0.90	0.93	0.94	0.89	0.93	0.91	0.89	0.56	0.78	0.93	0.92	0.94	0.86	0.83	0.84	0.84	0.91	0.88	0.89	0.91	0.88	0.92	0.91	0.91	0.89
chr1	15440533	15441018	0.91	0.92	0.89	0.84	0.93	0.93	0.86	0.96	0.89	0.96	0.95	0.95	0.94	0.03	0.96	0.95	0.97	0.92	0.95	0.94	0.94	0.69	0.91	0.95	0.95	0.97	0.92	0.94	0.93	0.93	0.95	0.95	0.95	0.93	0.94	0.95	0.95	0.95	0.95
chr1	15449974	15450353	0.90	0.90	0.80	0.80	0.89	0.89	0.77	0.94	0.82	0.92	0.96	0.95	0.91	0.05	0.88	0.91	0.92	0.92	0.89	0.89	0.88	0.53	0.82	0.91	0.93	0.94	0.82	0.86	0.90	0.93	0.94	0.92	0.93	0.96	0.89	0.93	0.91	0.93	0.91
chr1	15450476	15451152	0.94	0.94	0.85	0.84	0.92	0.92	0.84	0.98	0.84	0.97	0.97	0.97	0.95	0.03	0.95	0.96	0.95	0.94	0.94	0.95	0.94	0.64	0.87	0.94	0.96	0.97	0.88	0.93	0.91	0.95	0.95	0.93	0.96	0.97	0.94	0.95	0.96	0.95	0.95
chr1	15456872	15457483	0.94	0.92	0.88	0.82	0.90	0.93	0.88	0.96	0.86	0.96	0.97	0.95	0.96	0.05	0.94	0.97	0.96	0.97	0.95	0.95	0.96	0.61	0.85	0.93	0.96	0.97	0.88	0.94	0.96	0.93	0.97	0.89	0.97	0.97	0.95	0.93	0.94	0.95	0.97
chr1	15459241	15459444	0.96	0.95	0.89	0.85	0.94	0.94	0.89	0.98	0.91	0.97	0.97	0.96	0.93	0.07	0.97	0.98	0.98	0.97	0.97	0.97	0.96	0.66	0.88	0.95	0.97	0.97	0.92	0.89	0.96	0.96	0.98	0.95	0.98	0.98	0.95	0.94	0.96	0.96	0.96
chr1	15472286	15472460	0.90	0.91	0.90	0.83	0.88	0.93	0.84	0.96	0.86	0.96	0.96	0.95	0.94	0.06	0.97	0.94	0.95	0.95	0.85	0.93	0.95	0.57	0.91	0.94	0.95	0.96	0.93	0.92	0.95	0.93	0.96	0.94	0.94	0.97	0.88	0.97	0.96	0.95	0.96
chr1	15472928	15473637	0.95	0.93	0.90	0.76	0.91	0.93	0.81	0.97	0.77	0.97	0.97	0.95	0.94	0.08	0.95	0.95	0.95	0.97	0.95	0.96	0.95	0.67	0.90	0.95	0.96	0.96	0.94	0.84	0.90	0.94	0.94	0.93	0.97	0.98	0.93	0.96	0.96	0.95	0.93
chr1	15474250	15474643	0.96	0.94	0.93	0.84	0.92	0.86	0.86	0.96	0.86	0.95	0.96	0.96	0.96	0.16	0.95	0.96	0.96	0.96	0.93	0.96	0.96	0.73	0.92	0.95	0.97	0.97	0.93	0.94	0.96	0.95	0.97	0.95	0.97	0.97	0.94	0.94	0.96	0.96	0.95
chr1	15478024	15478627	0.96	0.93	0.90	0.80	0.92	0.96	0.83	0.97	0.80	0.96	0.97	0.97	0.95	0.08	0.98	0.98	0.97	0.97	0.96	0.98	0.95	0.59	0.90	0.94	0.97	0.97	0.92	0.90	0.88	0.94	0.96	0.91	0.98	0.97	0.95	0.95	0.96	0.90	0.91
chr1	15495092	15495639	0.94	0.94	0.90	0.86	0.92	0.92	0.85	0.96	0.86	0.95	0.96	0.96	0.93	0.05	0.94	0.91	0.93	0.96	0.96	0.96	0.96	0.65	0.92	0.94	0.95	0.92	0.95	0.91	0.94	0.94	0.95	0.95	0.96	0.96	0.94	0.95	0.94	0.94	0.94
chr1	15563609	15564296	0.94	0.94	0.89	0.93	0.95	0.85	0.89	0.95	0.94	0.94	0.95	0.92	0.96	0.94	0.94	0.95	0.96	0.88	0.94	0.97	0.94	0.84	0.96	0.97	0.91	0.97	0.32	0.94	0.95	0.95	0.96	0.95	0.97	0.96	0.96	0.95	0.94	0.96	0.96
chr1	15639836	15640564	0.96	0.95	0.95	0.86	0.96	0.94	0.92	0.91	0.93	0.95	0.97	0.93	0.96	0.96	0.94	0.93	0.95	0.95	0.94	0.95	0.96	0.29	0.96	0.97	0.97	0.90	0.94	0.89	0.96	0.93	0.96	0.95	0.95	0.96	0.94	0.64	0.94	0.95	0.96
chr1	15704501	15704858	0.78	0.84	0.81	0.82	0.66	0.83	0.69	0.78	0.85	0.91	0.72	0.96	0.94	0.89	0.85	0.07	0.57	0.92	0.96	0.93	0.90	0.81	0.95	0.95	0.93	0.96	0.96	0.92	0.92	0.95	0.95	0.94	0.94	0.78	0.96	0.92	0.95	0.96	0.95
chr1	15723519	15723732	0.88	0.93	0.92	0.93	0.95	0.79	0.90	0.92	0.90	0.93	0.93	0.96	0.96	0.92	0.72	0.26	0.54	0.94	0.95	0.97	0.95	0.78	0.94	0.94	0.95	0.90	0.92	0.93	0.95	0.94	0.95	0.96	0.95	0.93	0.91	0.94	0.96	0.95	0.94
chr1	15892245	15892827	0.84	0.92	0.82	0.85	0.28	0.87	0.87	0.64	0.68	0.94	0.93	0.94	0.98	0.96	0.97	0.96	0.98	0.91	0.84	0.97	0.95	0.83	0.95	0.95	0.96	0.96	0.89	0.93	0.93	0.95	0.95	0.95	0.97	0.93	0.88	0.97	0.95	0.94	0.92
chr1	16343269	16343606	0.93	0.96	0.93	0.92	0.91	0.87	0.89	0.95	0.87	0.93	0.84	0.98	0.97	0.97	0.97	0.97	0.98	0.94	0.87	0.97	0.96	0.87	0.96	0.96	0.97	0.97	0.96	0.93	0.93	0.93	0.97	0.96	0.88	0.16	0.92	0.85	0.97	0.96	0.95
chr1	17514880	17515101	0.85	0.81	0.79	0.75	0.88	0.73	0.72	0.94	0.71	0.95	0.96	0.97	0.97	0.91	0.94	0.96	0.98	0.96	0.93	0.96	0.96	0.64	0.86	0.85	0.89	0.92	0.91	0.94	0.95	0.90	0.95	0.96	0.98	0.97	0.68	0.96	0.95	0.07	0.87
chr1	17670153	17670430	0.91	0.93	0.89	0.88	0.92	0.82	0.85	0.76	0.92	0.88	0.77	0.95	0.94	0.94	0.91	0.08	0.84	0.83	0.94	0.96	0.95	0.72	0.93	0.96	0.95	0.96	0.95	0.95	0.95	0.95	0.95	0.95	0.97	0.94	0.96	0.90	0.94	0.93	0.95
chr1	18256382	18256637	0.05	0.04	0.10	0.04	0.05	0.06	0.05	0.04	0.05	0.05	0.75	0.05	0.02	0.05	0.20	0.12	0.77	0.03	0.04	0.05	0.05	0.05	0.15	0.12	0.10	0.09	0.14	0.05	0.07	0.04	0.04	0.03	0.03	0.02	0.05	0.04	0.05	0.03	0.07
chr1	18886988	18887261	0.95	0.94	0.81	0.92	0.95	0.95	0.91	0.97	0.88	0.96	0.97	0.84	0.96	0.97	0.96	0.96	0.97	0.97	0.96	0.95	0.96	0.80	0.95	0.96	0.96	0.96	0.97	0.84	0.19	0.82	0.84	0.86	0.57	0.75	0.96	0.94	0.95	0.96	0.95
chr1	19076740	19076960	0.94	0.95	0.96	0.94	0.94	0.94	0.92	0.94	0.95	0.95	0.94	0.93	0.89	0.92	0.92	0.87	0.94	0.96	0.96	0.96	0.94	0.90	0.97	0.98	0.97	0.98	0.97	0.41	0.78	0.81	0.81	0.94	0.93	0.15	0.92	0.95	0.96	0.95	0.96
chr1	19112524	19112854	0.93	0.95	0.93	0.93	0.96	0.93	0.91	0.93	0.93	0.94	0.94	0.97	0.97	0.93	0.93	0.92	0.94	0.96	0.96	0.98	0.97	0.26	0.97	0.99	0.97	0.98	0.97	0.92	0.96	0.96	0.97	0.97	0.96	0.93	0.97	0.96	0.96	0.96	0.96
chr1	19377833	19378042	0.91	0.93	0.85	0.81	0.92	0.93	0.85	0.92	0.94	0.96	0.84	0.97	0.95	0.96	0.85	0.95	0.89	0.97	0.92	0.97	0.95	0.78	0.96	0.97	0.97	0.97	0.94	0.89	0.83	0.95	0.94	0.93	0.92	0.93	0.90	0.07	0.89	0.97	0.89
chr1	19560992	19561205	0.96	0.93	0.89	0.93	0.95	0.93	0.91	0.95	0.92	0.93	0.95	0.95	0.93	0.89	0.93	0.93	0.92	0.95	0.94	0.86	0.77	0.71	0.91	0.93	0.95	0.94	0.92	0.90	0.83	0.86	0.54	0.18	0.82	0.95	0.94	0.88	0.89	0.91	0.91
chr1	19734154	19734406	0.94	0.94	0.92	0.87	0.92	0.81	0.90	0.93	0.89	0.86	0.59	0.96	0.87	0.95	0.93	0.90	0.90	0.20	0.93	0.91	0.88	0.76	0.96	0.97	0.97	0.97	0.97	0.92	0.93	0.92	0.96	0.96	0.98	0.96	0.94	0.88	0.93	0.96	0.96
chr1	20030394	20030606	0.88	0.87	0.84	0.24	0.80	0.89	0.59	0.79	0.80	0.93	0.94	0.90	0.92	0.87	0.91	0.92	0.91	0.95	0.84	0.94	0.96	0.61	0.89	0.90	0.93	0.94	0.93	0.90	0.86	0.93	0.96	0.93	0.95	0.96	0.92	0.91	0.93	0.95	0.93
chr1	20499937	20500324	0.86	0.89	0.89	0.86	0.86	0.89	0.87	0.87	0.86	0.89	0.87	0.93	0.91	0.87	0.77	0.21	0.62	0.87	0.93	0.89	0.90	0.78	0.95	0.95	0.96	0.96	0.95	0.89	0.88	0.88	0.92	0.94	0.91	0.85	0.92	0.87	0.90	0.90	0.89
chr1	20790116	20790625	0.92	0.93	0.88	0.93	0.93	0.91	0.91	0.94	0.84	0.93	0.94	0.86	0.94	0.90	0.94	0.94	0.93	0.67	0.03	0.88	0.70	0.83	0.93	0.96	0.97	0.97	0.85	0.92	0.88	0.86	0.95	0.90	0.95	0.98	0.75	0.90	0.92	0.95	0.91
chr1	21246882	21247192	0.91	0.93	0.86	0.88	0.89	0.94	0.83	0.90	0.92	0.96	0.89	0.97	0.94	0.80	0.88	0.85	0.92	0.66	0.93	0.90	0.90	0.88	0.94	0.95	0.95	0.94	0.96	0.40	0.69	0.89	0.76	0.83	0.07	0.66	0.83	0.92	0.95	0.86	0.93
chr1	21353580	21353807	0.84	0.90	0.87	0.64	0.74	0.83	0.67	0.91	0.53	0.94	0.94	0.93	0.96	0.91	0.96	0.96	0.96	0.91	0.94	0.93	0.94	0.01	0.88	0.83	0.84	0.79	0.90	0.82	0.89	0.81	0.93	0.91	0.96	0.93	0.82	0.94	0.89	0.94	0.92
chr1	21552335	21552650	0.88	0.88	0.81	0.58	0.91	0.74	0.79	0.79	0.69	0.95	0.96	0.75	0.96	0.89	0.95	0.93	0.93	0.87	0.95	0.96	0.95	0.74	0.85	0.88	0.85	0.14	0.88	0.93	0.91	0.95	0.95	0.95	0.96	0.97	0.95	0.96	0.94	0.93	0.93
chr1	21575347	21575554	0.79	0.77	0.78	0.84	0.73	0.84	0.78	0.95	0.80	0.93	0.96	0.86	0.91	0.84	0.94	0.95	0.94	0.77	0.91	0.06	0.55	0.58	0.87	0.90	0.91	0.96	0.88	0.78	0.73	0.72	0.87	0.81	0.89	0.86	0.89	0.89	0.85	0.79	0.68
chr1	21762095	21762370	0.83	0.92	0.64	0.91	0.86	0.82	0.88	0.93	0.85	0.93	0.85	0.96	0.95	0.97	0.95	0.97	0.99	0.76	0.70	0.91	0.71	0.87	0.95	0.95	0.74	0.92	0.14	0.92	0.85	0.84	0.96	0.94	0.96	0.88	0.93	0.94	0.95	0.97	0.97
chr1	21980308	21980511	0.91	0.93	0.92	0.86	0.92	0.89	0.90	0.92	0.89	0.94	0.97	0.95	0.95	0.03	0.93	0.92	0.94	0.93	0.67	0.93	0.92	0.77	0.95	0.96	0.97	0.97	0.94	0.90	0.90	0.92	0.97	0.89	0.96	0.97	0.89	0.94	0.92	0.92	0.92
chr1	21980871	21981034	0.82	0.89	0.85	0.79	0.75	0.82	0.77	0.89	0.68	0.90	0.96	0.96	0.93	0.01	0.95	0.93	0.96	0.91	0.87	0.87	0.92	0.74	0.89	0.92	0.90	0.86	0.86	0.90	0.90	0.88	0.95	0.87	0.95	0.94	0.87	0.84	0.92	0.92	0.91
chr1	22002883	22003151	0.90	0.90	0.79	0.89	0.79	0.88	0.75	0.92	0.64	0.88	0.96	0.93	0.94	0.03	0.85	0.90	0.91	0.92	0.91	0.91	0.94	0.63	0.85	0.90	0.95	0.96	0.81	0.84	0.92	0.91	0.94	0.93	0.91	0.94	0.91	0.95	0.96	0.96	0.96
chr1	22003543	22003866	0.91	0.93	0.86	0.91	0.81	0.81	0.85	0.97	0.87	0.94	0.96	0.95	0.95	0.02	0.95	0.96	0.96	0.95	0.95	0.96	0.90	0.63	0.94	0.94	0.96	0.95	0.91	0.93	0.85	0.91	0.94	0.94	0.97	0.96	0.95	0.88	0.94	0.96	0.95
chr1	22004220	22004858	0.90	0.94	0.86	0.88	0.87	0.94	0.84	0.95	0.81	0.96	0.96	0.92	0.96	0.02	0.91	0.92	0.93	0.96	0.87	0.94	0.94	0.55	0.88	0.92	0.95	0.94	0.88	0.88	0.90	0.92	0.95	0.92	0.97	0.97	0.86	0.90	0.93	0.94	0.93
chr1	22004928	22005125	0.90	0.94	0.89	0.93	0.88	0.93	0.90	0.94	0.92	0.94	0.97	0.95	0.91	0.02	0.93	0.94	0.95	0.94	0.71	0.95	0.87	0.74	0.96	0.96	0.96	0.96	0.92	0.94	0.93	0.95	0.98	0.94	0.97	0.97	0.93	0.91	0.91	0.92	0.91
chr1	22026251	22026401	0.07	0.09	0.03	0.09	0.14	0.12	0.10	0.10	0.07	0.15	0.10	0.15	0.05	0.81	0.10	0.08	0.12	0.01	0.04	0.01	0.02	0.04	0.04	0.10	0.08	0.11	0.04	0.03	0.02	0.08	0.02	0.03	0.02	0.02	0.06	0.04	0.03	0.01	0.01
chr1	22526335	22526640	0.85	0.89	0.87	0.82	0.83	0.83	0.80	0.89	0.81	0.89	0.77	0.92	0.91	0.08	0.79	0.77	0.88	0.93	0.94	0.95	0.92	0.82	0.95	0.97	0.96	0.97	0.98	0.86	0.89	0.90	0.83	0.93	0.93	0.91	0.88	0.89	0.88	0.89	0.85
chr1	22533707	22533983	0.87	0.93	0.91	0.86	0.84	0.91	0.81	0.89	0.85	0.94	0.95	0.97	0.81	0.04	0.52	0.63	0.83	0.90	0.94	0.90	0.91	0.73	0.95	0.98	0.97	0.96	0.96	0.90	0.91	0.85	0.92	0.95	0.97	0.95	0.87	0.90	0.89	0.93	0.91
chr1	23097238	23097662	0.75	0.81	0.60	0.80	0.87	0.84	0.84	0.87	0.81	0.95	0.83	0.95	0.95	0.82	0.82	0.82	0.85	0.92	0.92	0.95	0.94	0.64	0.91	0.94	0.93	0.91	0.91	0.83	0.17	0.75	0.85	0.84	0.92	0.81	0.89	0.92	0.92	0.94	0.92
chr1	23256843	23257095	0.94	0.94	0.91	0.92	0.94	0.93	0.88	0.97	0.92	0.94	0.96	0.96	0.96	0.93	0.96	0.94	0.93	0.95	0.72	0.95	0.80	0.76	0.92	0.95	0.96	0.96	0.93	0.82	0.16	0.70	0.85	0.82	0.94	0.94	0.95	0.95	0.95	0.96	0.96
chr1	23553158	23553451	0.58	0.79	0.77	0.75	0.21	0.78	0.55	0.94	0.31	0.84	0.74	0.96	0.96	0.93	0.92	0.93	0.94	0.93	0.92	0.96	0.91	0.63	0.93	0.96	0.95	0.94	0.91	0.86	0.94	0.92	0.93	0.92	0.96	0.96	0.95	0.93	0.95	0.93	0.93
chr1	23733150	23733546	0.95	0.95	0.91	0.94	0.92	0.92	0.92	0.97	0.92	0.96	0.97	0.95	0.96	0.93	0.97	0.96	0.97	0.98	0.95	0.97	0.96	0.74	0.92	0.96	0.95	0.97	0.91	0.93	0.95	0.97	0.89	0.91	0.99	0.96	0.97	0.93	0.95	0.04	0.40
chr1	23798381	23798704	0.93	0.93	0.90	0.90	0.93	0.89	0.91	0.95	0.82	0.93	0.94	0.95	0.90	0.84	0.90	0.94	0.93	0.94	0.94	0.93	0.91	0.84	0.95	0.97	0.96	0.93	0.94	0.93	0.89	0.87	0.88	0.88	0.87	0.88	0.82	0.04	0.13	0.93	0.91
chr1	23835308	23835532	0.92	0.90	0.89	0.86	0.87	0.92	0.80	0.95	0.89	0.92	0.93	0.92	0.93	0.85	0.93	0.93	0.92	0.94	0.95	0.93	0.91	0.87	0.90	0.92	0.96	0.95	0.94	0.93	0.94	0.94	0.95	0.93	0.95	0.94	0.93	0.93	0.94	0.07	0.55
chr1	24096713	24096913	0.84	0.87	0.81	0.82	0.89	0.37	0.77	0.08	0.78	0.93	0.95	0.95	0.95	0.89	0.90	0.89	0.89	0.89	0.91	0.93	0.90	0.64	0.86	0.91	0.92	0.94	0.88	0.90	0.88	0.90	0.92	0.90	0.91	0.97	0.91	0.87	0.92	0.93	0.92
chr1	24140064	24140744	0.91	0.88	0.87	0.73	0.86	0.90	0.76	0.96	0.77	0.90	0.95	0.97	0.94	0.04	0.92	0.92	0.94	0.93	0.94	0.95	0.95	0.66	0.92	0.96	0.95	0.95	0.93	0.90	0.94	0.94	0.94	0.94	0.97	0.97	0.93	0.92	0.95	0.96	0.94
chr1	24140785	24141436	0.94	0.92	0.86	0.83	0.90	0.83	0.77	0.97	0.83	0.96	0.97	0.97	0.96	0.03	0.94	0.95	0.95	0.97	0.96	0.97	0.97	0.67	0.89	0.95	0.96	0.96	0.92	0.93	0.96	0.97	0.97	0.97	0.96	0.98	0.97	0.74	0.97	0.97	0.89
chr1	24528712	24529374	0.94	0.94	0.91	0.89	0.95	0.92	0.82	0.96	0.93	0.93	0.91	0.96	0.98	0.94	0.84	0.75	0.80	0.96	0.96	0.94	0.95	0.72	0.95	0.95	0.92	0.97	0.94	0.95	0.86	0.32	0.82	0.93	0.98	0.96	0.93	0.76	0.91	0.95	0.93
chr1	24618667	24619056	0.88	0.89	0.81	0.69	0.87	0.87	0.73	0.91	0.67	0.82	0.89	0.93	0.95	0.87	0.90	0.93	0.91	0.90	0.94	0.95	0.91	0.63	0.81	0.90	0.92	0.94	0.82	0.90	0.86	0.87	0.93	0.90	0.57	0.06	0.90	0.84	0.92	0.87	0.88
chr1	24748986	24749389	0.83	0.80	0.61	0.87	0.94	0.89	0.92	0.89	0.80	0.83	0.96	0.93	0.97	0.96	0.96	0.94	0.96	0.68	0.94	0.98	0.95	0.82	0.90	0.94	0.95	0.96	0.10	0.90	0.91	0.94	0.95	0.93	0.97	0.96	0.97	0.96	0.90	0.94	0.91
chr1	24873883	24874202	0.92	0.94	0.87	0.82	0.89	0.92	0.77	0.94	0.82	0.94	0.96	0.96	0.92	0.83	0.88	0.77	0.82	0.94	0.94	0.93	0.73	0.71	0.94	0.96	0.96	0.94	0.94	0.89	0.93	0.90	0.97	0.95	0.93	0.96	0.06	0.96	0.92	0.97	0.96
chr1	24911704	24911862	0.67	0.77	0.86	0.74	0.91	0.85	0.83	0.95	0.68	0.92	0.93	0.91	0.93	0.83	0.90	0.90	0.88	0.81	0.91	0.91	0.80	0.82	0.69	0.04	0.96	0.96	0.96	0.89	0.87	0.85	0.93	0.88	0.94	0.94	0.91	0.94	0.91	0.94	0.93
chr1	25254385	25254539	0.96	0.92	0.70	0.90	0.94	0.97	0.92	0.96	0.89	0.07	0.91	0.98	0.95	0.96	0.97	0.95	0.97	0.94	0.95	0.97	0.82	0.88	0.88	0.95	0.94	0.98	0.79	0.94	0.92	0.95	0.95	0.91	0.92	0.95	0.96	0.95	0.95	0.96	0.96
chr1	25585268	25585527	0.91	0.93	0.65	0.82	0.88	0.87	0.82	0.96	0.83	0.95	0.96	0.95	0.94	0.91	0.95	0.96	0.94	0.88	0.88	0.89	0.87	0.62	0.93	0.94	0.94	0.93	0.12	0.92	0.90	0.89	0.95	0.93	0.96	0.98	0.95	0.89	0.93	0.90	0.89
chr1	25654924	25655178	0.93	0.93	0.76	0.80	0.89	0.89	0.86	0.86	0.79	0.07	0.89	0.97	0.98	0.93	0.96	0.96	0.95	0.94	0.92	0.97	0.93	0.63	0.93	0.95	0.96	0.98	0.94	0.89	0.95	0.95	0.95	0.96	0.97	0.97	0.89	0.95	0.93	0.90	0.84
chr1	25673176	25673328	0.84	0.89	0.86	0.65	0.84	0.91	0.77	0.71	0.84	0.95	0.73	0.97	0.95	0.96	0.96	0.96	0.96	0.95	0.94	0.95	0.89	0.66	0.88	0.96	0.96	0.95	0.89	0.07	0.09	0.84	0.86	0.85	0.89	0.93	0.91	0.92	0.93	0.90	0.93
chr1	25861843	25862003	0.90	0.92	0.90	0.93	0.92	0.92	0.92	0.97	0.92	0.93	0.96	0.94	0.96	0.94	0.94	0.94	0.94	0.88	0.96	0.97	0.96	0.74	0.95	0.93	0.78	0.65	0.88	0.91	0.88	0.90	0.95	0.93	0.98	0.96	0.95	0.02	0.95	0.92	0.92
chr1	26140888	26141242	0.90	0.92	0.88	0.80	0.87	0.87	0.82	0.90	0.82	0.93	0.95	0.94	0.94	0.87	0.95	0.92	0.93	0.90	0.08	0.94	0.89	0.70	0.93	0.94	0.95	0.97	0.92	0.93	0.87	0.80	0.93	0.91	0.90	0.79	0.07	0.92	0.93	0.95	0.93
chr1	26462709	26463282	0.91	0.91	0.86	0.88	0.88	0.90	0.88	0.93	0.93	0.92	0.90	0.93	0.89	0.87	0.87	0.91	0.87	0.94	0.91	0.94	0.89	0.74	0.92	0.95	0.96	0.95	0.84	0.16	0.69	0.87	0.89	0.89	0.83	0.79	0.88	0.86	0.86	0.84	0.86
