chromosome	start	end	Monocytes_EPIC	B-cells_EPIC	CD4T-cells_EPIC	NK-cells_EPIC	CD8T-cells_EPIC	Neutrophils_EPIC	Erythrocyte_progenitors	Adipocytes	Cortical_neurons	Hepatocytes	Lung_cells	Pancreatic_beta_cells	Pancreatic_acinar_cells	Pancreatic_duct_cells	Vascular_endothelial_cells	Colon_epithelial_cells	Left_atrium	Bladder	Breast	Head_and_neck_larynx	Kidney	Prostate	Thyroid	Upper_GI	Uterus_cervix
chr1	7372553	7372554	0.5536	0.9225	0.8464	0.7756	0.8526	0.7044	0.8755	0.8173	0.5803	0.726	0.7901	0.9171	0.7709	0.7393	0.7238	0.9264	0.1582	0.8192	0.8304	0.7883	0.8413	0.8418	0.7576	0.8477	0.8339
chr1	7372583	7372584	0.9734	0.9754	0.9745	0.9718	0.974	0.9661	0.9807	0.9797	0.7522	0.9437	0.9637	0.9726	0.9577	0.9616	0.9739	0.9751	0.982	0.9818	0.9813	0.9799	0.981	0.9784	0.9796	0.9823	0.9728
chr1	7942575	7942576	0.0248	0.0405	0.0426	0.0281	0.0445	0.036	0.0127	0.0056	0.0676	0.0838	0.1745	0.04035	0.0753	0.0584	0.0378	0.077	0.0191	0.0166	0.0126	0.0073	0.0407	0.0301	0.0248	0.0151	0.0201
chr1	8324380	8324381	0.8542	0.8334	0.8264	0.8314	0.8233	0.8424	0.8872	0.649	0.8347	0.8462	0.8515	0.833575	0.8416	0.8635	0.8095	0.8566	0.8478	0.8364	0.8352	0.84	0.8293	0.8574	0.815	0.8356	0.828
chr1	8324424	8324425	0.9657	0.955	0.958	0.9656	0.9549	0.9602	0.9885	0.6171	0.9594	0.9535	0.9725	0.97435	0.9102	0.9751	0.9006	0.9725	0.8947	0.9709	0.9456	0.9721	0.9417	0.9836	0.9497	0.9669	0.9525
chr1	8324453	8324454	0.7948	0.7484	0.7455	0.7733	0.7666	0.76	0.8065	0.5541	0.8006	0.7327	0.7459	0.761475	0.6795	0.7875	0.7684	0.7792	0.746	0.7639	0.8194	0.8057	0.7834	0.8243	0.756	0.7735	0.8023
chr1	8334302	8334303	0.8942	0.8913	0.8873	0.8876	0.8969	0.8845	0.9211	0.774	0.6331	0.8768	0.8789	0.8558	0.8769	0.9032	0.8776	0.9008	0.8515	0.9068	0.8979	0.902	0.9023	0.9019	0.8965	0.8767	0.9027
chr1	8334341	8334342	0.9775	0.9771	0.9768	0.9761	0.9788	0.9756	0.981	0.8062	0.6819	0.9689	0.9778	0.97595	0.9657	0.9791	0.962	0.9729	0.9215	0.9836	0.9728	0.9816	0.9839	0.9844	0.9744	0.9789	0.9793
chr1	8349005	8349006	0.0217	0.0283	0.037	0.0282	0.0349	0.0153	0.009	0.0089	0.2755	0.0021	0.0009	0.00635	0.0136	0.0129	0.059	0.0689	0.0685	0.061	0.0388	0.0082	0.0188	0.0584	0.0122	0.0595	0.2612
chr1	8352637	8352638	0.9553	0.9539	0.957	0.9602	0.9594	0.9603	0.8907	0.3675	0.9058	0.9597	0.9488	0.9135	0.707	0.9619	0.2856	0.9608	0.4734	0.8147	0.8302	0.8358	0.7481	0.8955	0.8887	0.8584	0.6688
chr1	8422629	8422630	0.0512	0.1822	0.0829	0.563	0.2215	0.0435	0.063	0.0536	0.0731	0.0487	0.0299	0.058925	0.0657	0.0393	0.0552	0.0721	0.0498	0.0835	0.0778	0.0856	0.0589	0.0604	0.0747	0.0885	0.0701
chr1	8871076	8871077	0.8012	0.9703	0.9677	0.964	0.9674	0.1879	0.9436	0.9037	0.9427	0.6823	0.802	0.301025	0.9375	0.9267	0.9208	0.9665	0.9554	0.9552	0.9373	0.9548	0.3904	0.9634	0.9667	0.9539	0.955
chr1	8926975	8926976	0.918	0.9168	0.8047	0.8899	0.4036	0.9114	0.9509	0.9059	0.916	0.9	0.9283	0.8838	0.8834	0.9424	0.9028	0.9125	0.9416	0.9199	0.9295	0.9296	0.927	0.9304	0.9262	0.9025	0.9374
chr1	9279624	9279625	0.5192	0.9705	0.9154	0.9563	0.9488	0.1134	0.9859	0.7941	0.9512	0.9676	0.8862	0.9781	0.9792	0.9657	0.8808	0.0083	0.9688	0.8834	0.872	0.9548	0.9209	0.9737	0.9758	0.9555	0.9681
chr1	9376988	9376989	0.6632	0.924	0.9059	0.9128	0.9243	0.8097	0.9608	0.1598	0.8913	0.937	0.3908	0.935	0.9169	0.8598	0.185	0.9434	0.4002	0.6178	0.6982	0.7086	0.5966	0.7546	0.8518	0.6662	0.1256
chr1	9540056	9540057	0.003	0.007	0.0075	0.0038	0.0024	0.0041	0.0022	0.0065	0.0051	0.0011	0.006	0.00615	0.0146	0.0265	0.0134	0.0055	0.0049	0.0057	0.3287	0.0026	0.0065	0.0039	0.0062	0.0059	0.0057
chr1	9596926	9596927	0.9742	0.9748	0.9724	0.9702	0.9746	0.9711	0.9672	0.9492	0.9453	0.9672	0.9601	0.925125	0.9347	0.9614	0.956	0.9755	0.7986	0.8174	0.9481	0.938	0.9377	0.6918	0.9229	0.8774	0.896
chr1	9606844	9606845	0.9697	0.9704	0.9679	0.9678	0.9681	0.9686	0.9802	0.9341	0.603	0.9611	0.9605	0.961325	0.9091	0.9725	0.948	0.9676	0.7705	0.9798	0.5681	0.8991	0.9728	0.4739	0.9755	0.9694	0.963
chr1	9715927	9715928	0.9494	0.87	0.6986	0.9387	0.5036	0.9487	0.9871	0.973	0.9796	0.9724	0.9702	0.9848	0.9802	0.9844	0.9278	0.9771	0.9777	0.918	0.9512	0.9256	0.9679	0.9601	0.9534	0.9194	0.9577
chr1	9729107	9729108	0.9566	0.9392	0.1766	0.6964	0.257	0.943	0.9591	0.9522	0.6381	0.9108	0.9252	0.93855	0.9392	0.9435	0.8735	0.9298	0.949	0.9302	0.9299	0.9072	0.9247	0.9017	0.9371	0.9067	0.9402
chr1	9729116	9729117	0.9413	0.9147	0.1183	0.5609	0.255	0.9172	0.9693	0.9184	0.5055	0.9247	0.9287	0.927825	0.9482	0.9578	0.8496	0.9528	0.9132	0.7836	0.8617	0.7873	0.8583	0.8002	0.8664	0.8054	0.8637
chr1	9729924	9729925	0.9379	0.9347	0.9336	0.9344	0.9349	0.9259	0.9461	0.9153	0.8659	0.8774	0.8167	0.80245	0.8789	0.3297	0.8742	0.7989	0.9472	0.9346	0.933	0.9168	0.6823	0.8026	0.9492	0.9133	0.9128
chr1	9882485	9882486	0.1332	0.3987	0.472	0.0655	0.1345	0.1124	0.166	0.5036	0.6679	0.8517	0.6094	0.8229	0.7937	0.8528	0.6435	0.8572	0.5566	0.4506	0.5299	0.4383	0.7321	0.4743	0.7479	0.6408	0.6899
chr1	10450339	10450340	0.9757	0.9732	0.9705	0.9704	0.9746	0.9708	0.9807	0.5721	0.5802	0.9494	0.9526	0.952125	0.9321	0.9622	0.5733	0.9754	0.8674	0.9737	0.9253	0.9541	0.9808	0.9804	0.9496	0.9277	0.9492
chr1	10624335	10624336	0.9821	0.9821	0.9754	0.9823	0.9813	0.9792	0.9866	0.9845	0.9839	0.9003	0.9821	0.91745	0.9708	0.9779	0.9762	0.9825	0.9849	0.9883	0.9886	0.9878	0.8041	0.9604	0.9872	0.9689	0.9837
chr1	10632742	10632743	0.9598	0.9533	0.9452	0.9526	0.9433	0.9505	0.9641	0.816	0.9249	0.9525	0.9452	0.959275	0.9443	0.9665	0.7121	0.9299	0.8285	0.845	0.8608	0.943	0.8862	0.8756	0.9555	0.9004	0.6435
chr1	10647860	10647861	0.8451	0.8524	0.8213	0.8616	0.8413	0.8395	0.8754	0.8153	0.8492	0.8252	0.7493	0.668375	0.7102	0.7711	0.7839	0.5286	0.7998	0.7626	0.7222	0.433	0.7506	0.6074	0.8087	0.4912	0.7957
chr1	10647877	10647878	0.9646	0.9632	0.9599	0.9573	0.964	0.9576	0.9765	0.9654	0.9379	0.9521	0.9556	0.961	0.957	0.9584	0.9548	0.954	0.9728	0.9779	0.959	0.5352	0.9724	0.8923	0.9763	0.8731	0.9679
chr1	10647896	10647897	0.9544	0.9588	0.9559	0.9601	0.952	0.951	0.9802	0.9668	0.9566	0.9406	0.9091	0.92605	0.9141	0.9511	0.9174	0.673	0.9423	0.9559	0.9099	0.4963	0.954	0.7068	0.9679	0.6592	0.941
chr1	10647946	10647947	0.8646	0.8918	0.8613	0.8888	0.879	0.8741	0.9236	0.9023	0.8922	0.8257	0.8869	0.876275	0.8783	0.8864	0.8464	0.8468	0.9123	0.9032	0.9071	0.5713	0.9144	0.8549	0.9132	0.827	0.9149
chr1	10659872	10659873	0.9544	0.9487	0.9478	0.9436	0.9537	0.9451	0.9548	0.962	0.9286	0.932	0.3913	0.962725	0.9461	0.9399	0.9182	0.9165	0.9347	0.9761	0.9514	0.9219	0.9666	0.9423	0.5815	0.9333	0.9649
chr1	10695265	10695266	0.0284	0.0559	0.0859	0.0368	0.1218	0.0312	0.0216	0.0252	0.1678	0.0859	0.0251	0.3076	0.0585	0.0498	0.0384	0.0249	0.0233	0.0178	0.0173	0.0084	0.0273	0.0132	0.0166	0.0222	0.0217
chr1	10695284	10695285	0.0646	0.0867	0.1178	0.0779	0.1541	0.0646	0.0597	0.0562	0.1599	0.1263	0.0613	0.299725	0.0877	0.0772	0.0872	0.0627	0.056	0.0637	0.0741	0.073	0.076	0.069	0.0688	0.069	0.0829
chr1	10698180	10698181	0.9615	0.9568	0.9563	0.9596	0.9618	0.9613	0.9612	0.965	0.9543	0.9669	0.959	0.95815	0.9524	0.9768	0.9469	0.9646	0.973	0.9732	0.9608	0.9559	0.962	0.7348	0.9676	0.9644	0.9614
chr1	10786035	10786036	0.9575	0.9536	0.9544	0.9556	0.9527	0.9478	0.9387	0.9474	0.5141	0.9044	0.931	0.95225	0.9276	0.9392	0.9336	0.9104	0.708	0.9587	0.9128	0.8977	0.9393	0.9505	0.9598	0.5547	0.9386
chr1	11046988	11046989	0.8824	0.8745	0.8678	0.8685	0.8765	0.8691	0.8799	0.8639	0.8279	0.1171	0.8263	0.831925	0.8243	0.807	0.8138	0.849	0.8843	0.8781	0.8815	0.8796	0.8728	0.8774	0.8594	0.8526	0.8697
chr1	11046991	11046992	0.9737	0.9714	0.969	0.9716	0.9714	0.9705	0.9871	0.9802	0.9779	0.0527	0.9682	0.97195	0.9694	0.9729	0.9546	0.9754	0.9826	0.9818	0.9828	0.9825	0.9829	0.982	0.9797	0.9791	0.9766
chr1	11531709	11531710	0.982	0.9843	0.9816	0.9832	0.9822	0.9814	0.9889	0.9493	0.8333	0.9096	0.9515	0.968575	0.7965	0.9206	0.9511	0.981	0.9754	0.9558	0.7146	0.786	0.9542	0.9401	0.9625	0.9842	0.9801
chr1	11650553	11650554	0.0149	0.0224	0.0211	0.0158	0.0131	0.0156	0.0116	0.0368	0.2788	0.0198	0.014	0.0723	0.0299	0.0814	0.039	0.0166	0.0351	0.1347	0.2865	0.3633	0.1617	0.1465	0.0501	0.0227	0.0307
chr1	12104420	12104421	0.9741	0.9686	0.9702	0.9742	0.9734	0.9706	0.9863	0.6211	0.9503	0.9291	0.8897	0.930175	0.9047	0.9384	0.8809	0.9541	0.371	0.8493	0.8941	0.9526	0.6383	0.9352	0.9221	0.8623	0.6695
chr1	15046455	15046456	0.9741	0.9726	0.974	0.974	0.9756	0.9727	0.9894	0.9862	0.7379	0.9867	0.8925	0.977275	0.9791	0.9796	0.9689	0.9786	0.984	0.9838	0.6533	0.9276	0.9266	0.9718	0.4068	0.9795	0.9734
chr1	15048652	15048653	0.9718	0.9263	0.9478	0.9662	0.9428	0.9671	0.9628	0.9773	0.9707	0.567	0.9629	0.9362	0.8999	0.9633	0.9567	0.9658	0.981	0.9682	0.9709	0.962	0.4424	0.9461	0.6565	0.9714	0.9649
chr1	15060243	15060244	0.9794	0.9782	0.9774	0.9782	0.9755	0.9783	0.9855	0.8079	0.9562	0.9642	0.9816	0.977575	0.9761	0.9786	0.9658	0.9798	0.9516	0.9826	0.9678	0.9768	0.9076	0.98	0.9569	0.9791	0.9743
chr1	15065937	15065938	0.9066	0.8947	0.8569	0.0861	0.7858	0.9029	0.815	0.8399	0.7651	0.6483	0.875	0.900325	0.9004	0.885	0.8987	0.8745	0.8914	0.9435	0.8916	0.916	0.8753	0.9123	0.9096	0.8773	0.9074
chr1	15731927	15731928	0.9817	0.9772	0.9779	0.9752	0.9806	0.9766	0.9838	0.9828	0.7504	0.9841	0.9804	0.69785	0.9661	0.9801	0.9634	0.9689	0.9839	0.9858	0.9852	0.9848	0.9857	0.9837	0.9861	0.9838	0.9809
chr1	15731932	15731933	0.964	0.9548	0.9539	0.9571	0.9592	0.9537	0.9748	0.9817	0.7329	0.9606	0.9577	0.781675	0.9534	0.9632	0.9265	0.9515	0.9819	0.9851	0.9777	0.9853	0.9851	0.9833	0.9819	0.9856	0.9769
chr1	15758876	15758877	0.0132	0.0478	0.0198	0.0184	0.023	0.0204	0.0069	0.0016	0.0165	0.018	0.0142	0.01625	0.0285	0.0502	0.0184	0.2202	0.0145	0.0691	0.0192	0.0122	0.2674	0.0055	0.0077	0.0319	0.0071
chr1	15759102	15759103	0.1113	0.1271	0.1196	0.1267	0.1244	0.1283	0.0566	0.0317	0.1064	0.1223	0.0884	0.102325	0.0998	0.1726	0.114	0.2442	0.1138	0.079	0.0589	0.0174	0.2274	0.0318	0.0558	0.0622	0.062
chr1	15759147	15759148	0.0176	0.0844	0.0379	0.0171	0.063	0.0152	0.0057	0.0107	0.0502	0.1007	0.0143	0.02835	0.0565	0.1303	0.0416	0.197	0.0195	0.0761	0.0403	0.0254	0.2397	0.0148	0.0202	0.0846	0.0167
chr1	15833865	15833866	0.2078	0.2356	0.0445	0.1952	0.0542	0.2132	0.1949	0.0495	0.0536	0.101	0.0702	0.119525	0.0583	0.0851	0.1072	0.0433	0.1079	0.1009	0.0603	0.0917	0.2031	0.0636	0.5517	0.0769	0.0584
chr1	16015628	16015629	0.9239	0.924	0.9174	0.9182	0.9164	0.9214	0.9557	0.9222	0.8608	0.871	0.9243	0.91405	0.9143	0.9157	0.909	0.9165	0.844	0.9076	0.9379	0.9053	0.8006	0.9193	0.9236	0.8821	0.9289
chr1	16015660	16015661	0.9739	0.973	0.9736	0.9731	0.9748	0.9706	0.981	0.9787	0.8781	0.9763	0.9756	0.978575	0.982	0.9832	0.9667	0.9745	0.8002	0.9694	0.9843	0.9479	0.7592	0.9677	0.9841	0.9193	0.9789
chr1	16134289	16134290	0.9598	0.9546	0.9548	0.9543	0.9617	0.9518	0.9634	0.3753	0.8782	0.9314	0.9415	0.9062	0.9418	0.9459	0.7947	0.9382	0.8487	0.9218	0.8548	0.9442	0.8071	0.9598	0.8907	0.9151	0.9178
chr1	16236694	16236695	0.0337	0.0348	0.0404	0.039	0.0398	0.0334	0.0245	0.1561	0.0543	0.0246	0.0265	0.031175	0.035	0.0299	0.2775	0.0234	0.1243	0.0522	0.0861	0.0524	0.0479	0.0316	0.0537	0.0511	0.0616
chr1	17416470	17416471	0.9455	0.9622	0.9481	0.6427	0.9327	0.9316	0.9717	0.965	0.9456	0.9578	0.958	0.9631	0.9628	0.9631	0.933	0.9555	0.9717	0.9773	0.9619	0.9722	0.9707	0.9709	0.9696	0.9754	0.9664
chr1	17670424	17670425	0.9795	0.9768	0.9716	0.9693	0.9774	0.974	0.9842	0.9696	0.713	0.9617	0.9812	0.5273	0.9462	0.968	0.9739	0.9757	0.9701	0.9716	0.9787	0.9819	0.9392	0.9757	0.9823	0.976	0.9769
chr1	18482803	18482804	0.9654	0.912	0.9748	0.937	0.9424	0.9531	0.9808	0.9241	0.7218	0.9841	0.9807	0.913125	0.9775	0.9815	0.9498	0.9146	0.9856	0.8629	0.9144	0.9609	0.5631	0.9348	0.9132	0.945	0.8971
chr1	18877505	18877506	0.9572	0.9536	0.9534	0.9536	0.955	0.9483	0.9833	0.9691	0.9631	0.964	0.9394	0.96675	0.9426	0.9579	0.9502	0.9623	0.9766	0.9657	0.7152	0.9514	0.973	0.9692	0.8846	0.9731	0.8729
chr1	18953692	18953693	0.9624	0.9609	0.8551	0.962	0.9396	0.9578	0.8878	0.9622	0.5997	0.9033	0.349	0.8445	0.7212	0.0781	0.9462	0.3855	0.9463	0.8922	0.5915	0.4392	0.9487	0.7718	0.9611	0.9656	0.9292
chr1	19273022	19273023	0.9565	0.9565	0.952	0.9554	0.9499	0.9442	0.9407	0.9471	0.9341	0.108	0.9267	0.9626	0.9032	0.9414	0.9024	0.8548	0.9261	0.9606	0.9578	0.9606	0.6409	0.9643	0.9592	0.4931	0.9584
chr1	19326294	19326295	0.6133	0.6338	0.9205	0.9143	0.9352	0.5088	0.1093	0.889	0.9493	0.95	0.8993	0.922725	0.9384	0.9479	0.8786	0.957	0.9096	0.8735	0.8832	0.8672	0.9172	0.8982	0.912	0.8355	0.8874
chr1	20154255	20154256	0.9563	0.9445	0.9475	0.9504	0.9553	0.9506	0.9818	0.9663	0.9312	0.3885	0.9463	0.959525	0.9482	0.9612	0.9293	0.9296	0.973	0.9813	0.98	0.9835	0.9831	0.9825	0.9786	0.9854	0.9762
chr1	20186451	20186452	0.0234	0.0356	0.0182	0.0319	0.0315	0.0179	0.0116	0.0397	0.3639	0.0201	0.0773	0.019075	0.0358	0.0294	0.0451	0.0505	0.021	0.0764	0.053	0.0597	0.027	0.3711	0.0271	0.1094	0.0761
chr1	20499753	20499754	0.9669	0.9479	0.9583	0.9627	0.9607	0.96	0.9723	0.9248	0.9495	0.967	0.9652	0.6796	0.9488	0.9625	0.9305	0.9604	0.9649	0.975	0.9659	0.9722	0.97	0.9715	0.9658	0.9638	0.9575
chr1	21345015	21345016	0.3748	0.2984	0.1131	0.2085	0.0667	0.3653	0.3071	0.091	0.1269	0.0678	0.1579	0.0765	0.0823	0.1323	0.1104	0.0619	0.1109	0.1103	0.1029	0.1238	0.1178	0.1031	0.0823	0.1053	0.1378
chr1	21518306	21518307	0.9571	0.6811	0.9591	0.9577	0.965	0.967	0.9482	0.9559	0.9508	0.9525	0.474	0.934325	0.9445	0.9503	0.9561	0.9597	0.9468	0.9712	0.96	0.9345	0.9558	0.9636	0.9321	0.9543	0.9479
chr1	21814521	21814522	0.0046	0.0085	0.0098	0.0025	0.0128	0.007	0.0093	0.0114	0.021	0.0225	0.012	0.0094	0.0158	0.0136	0.0332	0.1201	0.0228	0.0965	0.0331	0.018	0.0108	0.0626	0.0095	0.1883	0.0112
chr1	21823319	21823320	0.9629	0.9736	0.9664	0.9661	0.9663	0.9533	0.9789	0.9836	0.9803	0.9446	0.9719	0.97545	0.9749	0.9755	0.969	0.6399	0.9831	0.9818	0.982	0.971	0.9862	0.9813	0.984	0.9522	0.9779
chr1	22000626	22000627	0.9305	0.9359	0.9206	0.9213	0.9262	0.9305	0.94	0.9576	0.8802	0.8995	0.9127	0.8293	0.3007	0.8455	0.8782	0.9013	0.9216	0.977	0.9637	0.9765	0.9572	0.9767	0.9686	0.9783	0.9668
chr1	22000638	22000639	0.8307	0.8268	0.8056	0.7959	0.7862	0.8181	0.8399	0.8312	0.7957	0.8127	0.796	0.656025	0.383	0.7032	0.7939	0.7805	0.796	0.776	0.8422	0.802	0.8358	0.8158	0.7982	0.7696	0.8074
chr1	22024896	22024897	0.0016	0.0049	0.0104	0.0084	0.0052	0.0051	0.0124	0.0041	0.0022	0.0198	0.0299	0.153225	0.7215	0.2645	0.006	0.0833	0.0168	0.0707	0.0215	0.0126	0.025	0.1103	0.017	0.086	0.0123
chr1	22024932	22024933	0.0557	0.0632	0.0678	0.0542	0.0641	0.059	0.0432	0.0552	0.0715	0.0898	0.0616	0.217025	0.6518	0.2419	0.0557	0.1598	0.062	0.1647	0.0921	0.094	0.0924	0.1662	0.0832	0.1343	0.0834
chr1	23178139	23178140	0.058	0.1611	0.4331	0.4707	0.5128	0.0538	0.0596	0.0394	0.0445	0.0726	0.0538	0.059325	0.0572	0.0235	0.0814	0.0359	0.0738	0.1102	0.1066	0.1163	0.0782	0.073	0.0782	0.1092	0.0848
chr1	23342198	23342199	0.1781	0.2561	0.0684	0.0956	0.0602	0.073	0.0827	0.1987	0.311	0.0564	0.6493	0.09105	0.0791	0.0739	0.189	0.0602	0.173	0.1437	0.1394	0.1629	0.1963	0.1053	0.1747	0.0886	0.1391
chr1	23342299	23342300	0.0282	0.0612	0.048	0.0551	0.0462	0.0296	0.0158	0.0905	0.2976	0.0513	0.7315	0.143925	0.0531	0.088	0.1041	0.0367	0.1107	0.1237	0.087	0.088	0.1526	0.0704	0.0988	0.064	0.0712
chr1	23744763	23744764	0.0398	0.2233	0.2522	0.3766	0.2734	0.0344	0.1727	0.0535	0.1911	0.0243	0.0344	0.037925	0.0492	0.0268	0.0364	0.0511	0.0293	0.079	0.0549	0.072	0.0616	0.0398	0.0536	0.046	0.061
chr1	23902742	23902743	0.1374	0.2935	0.704	0.069	0.655	0.1284	0.097	0.0335	0.0223	0.0891	0.0753	0.059175	0.1077	0.045	0.0331	0.1612	0.0542	0.1667	0.0737	0.1411	0.1087	0.1096	0.2951	0.1448	0.0619
chr1	23903085	23903086	0.0254	0.1631	0.5152	0.1075	0.5951	0.0284	0.0058	0.0369	0.0748	0.2081	0.0933	0.02345	0.1193	0.0406	0.0678	0.0197	0.0434	0.1225	0.0831	0.1097	0.0661	0.0663	0.1513	0.0931	0.0571
chr1	23980663	23980664	0.0323	0.0314	0.0306	0.0275	0.0305	0.0282	0.0189	0.0356	0.057	0.1055	0.2488	0.11515	0.0604	0.1182	0.0396	0.0501	0.0611	0.0529	0.0627	0.0583	0.0682	0.0597	0.108	0.0959	0.0548
chr1	24535382	24535383	0.8742	0.4883	0.0971	0.0994	0.087	0.8836	0.9531	0.9141	0.8676	0.8854	0.961	0.95195	0.9354	0.9279	0.8712	0.9637	0.9195	0.8673	0.8873	0.8669	0.9232	0.9107	0.9091	0.8448	0.8859
chr1	24535429	24535430	0.748	0.4285	0.0631	0.0613	0.0528	0.7885	0.8594	0.7852	0.7722	0.8146	0.8326	0.8318	0.8477	0.8598	0.7213	0.8659	0.7934	0.819	0.8286	0.8168	0.8555	0.8342	0.8431	0.7753	0.8219
chr1	24931024	24931025	0.8308	0.8358	0.7972	0.7466	0.6794	0.7834	0.9262	0.3446	0.1821	0.2165	0.4063	0.290475	0.3155	0.3188	0.3184	0.5049	0.2779	0.4153	0.6396	0.4686	0.3545	0.4848	0.2833	0.4643	0.3547
chr1	24931056	24931057	0.9482	0.9537	0.8558	0.799	0.595	0.9149	0.9691	0.1275	0.0481	0.0447	0.1704	0.08805	0.0888	0.144	0.1492	0.2612	0.0607	0.1523	0.4501	0.2514	0.1086	0.2585	0.0744	0.1893	0.107
chr1	24931075	24931076	0.626	0.6624	0.576	0.4998	0.4298	0.5496	0.7084	0.1944	0.093	0.0841	0.1612	0.12745	0.1077	0.1173	0.1669	0.1625	0.1217	0.1749	0.3441	0.2284	0.1379	0.2211	0.1288	0.1717	0.1524
chr1	24931096	24931097	0.8685	0.8405	0.8069	0.8004	0.7027	0.8028	0.8912	0.3433	0.2226	0.3267	0.397	0.332275	0.3373	0.3314	0.3577	0.337	0.2798	0.3185	0.5372	0.3904	0.3515	0.4223	0.3178	0.3498	0.3377
chr1	24964456	24964457	0.7885	0.6749	0.6216	0.1593	0.2394	0.7754	0.861	0.6367	0.7776	0.6255	0.6941	0.6564	0.4847	0.7734	0.6222	0.7396	0.7022	0.671	0.7281	0.6187	0.6994	0.792	0.7484	0.6258	0.754
chr1	24964550	24964551	0.9619	0.8117	0.8033	0.4425	0.3547	0.9622	0.9888	0.9409	0.9256	0.9499	0.9577	0.960225	0.9024	0.9544	0.8996	0.9641	0.9513	0.9198	0.9431	0.9065	0.944	0.9548	0.9451	0.9087	0.9492
chr1	26360596	26360597	0.0025	0.0028	0.0083	0.0017	0.0044	0.0026	0.0142	0.008	0.0092	0.5118	0.0024	0.00575	0.0034	0.0085	0.0056	0.0046	0.0146	0.0212	0.0037	0.0037	0.0097	0.0102	0.0076	0.0106	0.0046
chr1	27113972	27113973	0.9592	0.9644	0.6633	0.9519	0.5435	0.9288	0.9793	0.9451	0.7658	0.9639	0.9592	0.96485	0.9537	0.9629	0.9222	0.9627	0.9774	0.9748	0.9693	0.9802	0.9712	0.9815	0.9591	0.9765	0.975
chr1	27154103	27154104	0.9411	0.9523	0.9415	0.9472	0.9575	0.9359	0.97	0.9144	0.8701	0.9501	0.9532	0.944325	0.9512	0.9328	0.8514	0.9641	0.9676	0.696	0.839	0.8856	0.9369	0.9525	0.9649	0.5607	0.9532
chr1	27154177	27154178	0.966	0.9775	0.9555	0.9715	0.9446	0.9456	0.9732	0.8582	0.8756	0.984	0.9737	0.9551	0.9703	0.9566	0.7501	0.9779	0.9357	0.5726	0.7267	0.8601	0.9152	0.9632	0.9728	0.4127	0.9245
chr1	27575558	27575559	0.0152	0.1364	0.3745	0.2896	0.5453	0.0181	0.0065	0.0297	0.012	0.1376	0.0086	0.00475	0.0035	0.0056	0.0494	0.0026	0.0275	0.2721	0.0981	0.1165	0.0448	0.0526	0.0504	0.0931	0.0373
chr1	27576044	27576045	0.0044	0.0161	0.3868	0.1355	0.5634	0.0151	0.007	0.0104	0.0265	0.0059	0.0115	0.0	0.0053	0.0	0.0417	0.0107	0.0315	0.2333	0.0637	0.0978	0.0297	0.0449	0.0487	0.0913	0.0424
chr1	28448862	28448863	0.9084	0.9032	0.9036	0.9095	0.9162	0.8992	0.8966	0.9314	0.93	0.9146	0.9197	0.82785	0.8828	0.8128	0.892	0.823	0.9326	0.9434	0.9349	0.942	0.9302	0.9294	0.9381	0.6009	0.9437
chr1	28517967	28517968	0.0514	0.0976	0.0903	0.1759	0.2178	0.0413	0.0239	0.0149	0.026	0.0437	0.0044	0.017425	0.0332	0.0565	0.0519	0.0489	0.033	0.0264	0.0184	0.0076	0.0321	0.0079	0.0325	0.0203	0.0304
chr1	28592788	28592789	0.0095	0.0315	0.0727	0.0292	0.1735	0.0145	0.0063	0.0098	0.0682	0.0177	0.0126	0.002275	0.0132	0.0192	0.0292	0.0145	0.0213	0.0252	0.0173	0.0078	0.0135	0.0166	0.012	0.0155	0.0123
chr1	29259787	29259788	0.0025	0.0103	0.0079	0.0057	0.007	0.0028	0.0041	0.0039	0.0619	0.0078	0.3675	0.2022	0.353	0.547	0.0072	0.0191	0.004	0.5415	0.0197	0.0089	0.0189	0.0189	0.0086	0.0177	0.0282
chr1	29259902	29259903	0.0071	0.0177	0.0071	0.0073	0.0068	0.0047	0.0029	0.0129	0.036	0.0158	0.418	0.231925	0.3843	0.2863	0.0149	0.0095	0.0055	0.5717	0.0588	0.0193	0.0595	0.018	0.0291	0.0256	0.0566
chr1	29259906	29259907	0.021	0.0476	0.0247	0.0192	0.024	0.0203	0.0122	0.0442	0.0765	0.2831	0.4556	0.334475	0.4409	0.3539	0.0348	0.019	0.0346	0.6315	0.0974	0.0362	0.1018	0.0351	0.0854	0.0489	0.1022
chr1	29260068	29260069	0.0072	0.0098	0.0099	0.0089	0.0075	0.0102	0.0006	0.0291	0.0278	0.0181	0.162	0.06025	0.2189	0.1157	0.0055	0.0185	0.0055	0.4667	0.012	0.004	0.0123	0.003	0.0065	0.0056	0.0114
chr1	29260148	29260149	0.0084	0.0129	0.0099	0.0083	0.0089	0.0129	0.0238	0.0214	0.0133	0.0246	0.0383	0.049975	0.0753	0.0365	0.0262	0.0179	0.0435	0.2155	0.0248	0.0126	0.0263	0.0209	0.0354	0.0285	0.0369
chr1	31058382	31058383	0.9112	0.9161	0.2574	0.5662	0.6823	0.9051	0.8753	0.8994	0.6444	0.8783	0.8496	0.9042	0.8808	0.8566	0.8482	0.7927	0.8132	0.865	0.9029	0.904	0.9257	0.655	0.9202	0.8713	0.9179
